"Class","Order","Family","Genus","Species","Study","Mass","FMR","Log10Mass","Log10FMR"
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.055,28.46,-1.25963731050576,1.45423489574827
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.057,103.81,-1.24412514432751,2.01623919104264
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.061,166.5,-1.21467016498923,2.22141423784234
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.059,85.37,-1.22914798835786,1.93130528142167
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0435,86.78,-1.36151074304536,1.93841964579319
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0555,149.4,-1.25570701687732,2.17435059747938
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,103.03,-1.20065945054642,2.01296369982578
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.0385,86.5,-1.4145392704915,1.93701610746481
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.07,129.13,-1.15490195998574,2.11102715102617
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.054,120.37,-1.26760624017703,2.08051826052712
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2000",0.063,118.94,-1.20065945054642,2.07532793416326
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0635,100.35,-1.19722627470802,2.0015173768235
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0468,49.63,-1.32975414692588,1.69574427519732
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0485,59.79,-1.31425826139774,1.77662855342015
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,63.46,-1.29242982390206,1.80250006776439
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0505,71.81,-1.29670862188134,1.85618492672717
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0495,62.1,-1.30539480106643,1.79309160017658
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0525,71.87,-1.27984069659404,1.85654764485675
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.075,68.7,-1.1249387366083,1.83695673705955
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0428,79.06,-1.36855623098683,1.89795681000695
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.063,56.35,-1.20065945054642,1.75089392038213
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.05,76.42,-1.30102999566398,1.88320703335239
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.052,69.31,-1.2839966563652,1.84079589884709
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,41.67,-1.21824462534753,1.61982350045728
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.064,64.88,-1.19382002601611,1.8121108412031
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.071,94.61,-1.14874165128092,1.97593704248311
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0648,74.26,-1.18842499412941,1.87075494489014
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0605,98.45,-1.21824462534753,1.99321572047414
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.051,53.92,-1.29242982390206,1.73174988352726
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0515,47.9,-1.28819277095881,1.68033551341456
"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Schmid & Speakman 2009",0.0655,53.45,-1.18375870000822,1.7279477095448
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",3.78,766,0.577491799837225,2.8842287696326
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.69,645,0.429752280002408,2.80955971463527
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.965,720,0.472024697700281,2.85733249643127
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.925,762,0.466125870418199,2.8819549713396
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",3.743,764,0.573219827114422,2.88309335857569
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.695,850,0.430558769522757,2.92941892571429
"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Schmid et al 2003",2.715,581,0.433769833924866,2.76417613239033
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0194,9.52,-1.71219827006977,0.978636948384474
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0232,14.45,-1.6345120151091,1.15986784709257
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0261,9.19,-1.58335949266172,0.963315511386111
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0158,8.21,-1.80134291304558,0.914343157119441
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0225,15.71,-1.64781748188864,1.19617618503997
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0214,15.3,-1.66958622665081,1.1846914308176
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0187,11.49,-1.7281583934635,1.06032002868829
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0212,12.08,-1.67366413907125,1.08206693428511
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0236,12.22,-1.62708799702989,1.08707120590654
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0179,9.84,-1.74714696902011,0.992995098431341
"Mammalia","Afrosoricida","Chrysochloridae","Eremitalpa","granti","Seymour et al 1998",0.0177,19.13,-1.75202673363819,1.2817149700273
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.3,777,0.113943352306837,2.89042101880091
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.7,1010,0.230448921378274,3.00432137378264
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.26,1060,0.100370545117563,3.02530586526477
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.32,1180,0.12057393120585,3.07188200730613
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.34,1170,0.127104798364808,3.06818586174616
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.53,1190,0.184691430817599,3.07554696139253
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.08,841,0.0334237554869497,2.92479599579791
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.23,791,0.0899051114393979,2.89817648349768
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.29,915,0.110589710299249,2.96142109406645
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.28,959,0.107209969647868,2.98181860717066
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.23,1070,0.0899051114393979,3.02938377768521
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.31,914,0.117271295655764,2.96094619573383
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.4,964,0.146128035678238,2.98407703390283
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.31,1000,0.117271295655764,3
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.32,897,0.12057393120585,2.95279244304409
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.35,818,0.130333768495006,2.91275330367132
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.42,1100,0.152288344383056,3.04139268515822
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.43,1110,0.155336037465062,3.04532297878666
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.44,1010,0.15836249209525,3.00432137378264
"Mammalia","Lagomorpha","Leporidae","Lepus","americanus","Sheriff et al 2009",1.54,948,0.187520720836463,2.97680833733807
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.688,611,0.227372442289636,2.78604121024255
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.582,582,0.199206479161658,2.76492298464989
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.172,700,0.336859820916809,2.84509804001426
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.966,622,0.293583513496117,2.79379038469082
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.038,528,0.309204179670408,2.72263392253381
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.806,540,0.256717745977487,2.73239375982297
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.806,477,0.256717745977487,2.67851837904011
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.11,434,0.0453229787866575,2.63748972951251
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.582,606,0.199206479161658,2.78247262416629
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.762,695,0.246005904076029,2.84198480459011
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",1.674,553,0.223755453657241,2.7427251313047
"Mammalia","Primates","Lemuridae","Eulemur","fulvus","Simmen et al 2010",2.166,791,0.335658452289302,2.89817648349768
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",1.77,460,0.247973266361807,2.66275783168157
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.088,592,0.319730494330225,2.77232170672292
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.206,859,0.343605508104172,2.93399316383124
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.122,680,0.326745379565322,2.83250891270624
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.41,440,0.382017042574868,2.64345267648619
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.438,635,0.387033701282363,2.80277372529198
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.504,497,0.398634324538392,2.69635638873333
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.38,736,0.376576957056512,2.8668778143375
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.038,532,0.309204179670408,2.72591163229505
"Mammalia","Primates","Lemuridae","Lemur","catta","Simmen et al 2010",2.646,771,0.422589839851482,2.88705437805096
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.009,43.7,-2.04575749056068,1.64048143697042
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0087,46.4,-2.06048074738138,1.66651798055488
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0079,39.5,-2.10237290870956,1.59659709562646
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.009,43.1,-2.04575749056068,1.63447727016073
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0094,58.1,-2.0268721464003,1.76417613239033
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.008,40.6,-2.09691001300806,1.60852603357719
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0085,41,-2.07058107428571,1.61278385671974
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0099,53.9,-2.00436480540245,1.73158876518674
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0082,52.5,-2.08618614761628,1.72015930340596
"Mammalia","Chiroptera","Phyllostomidae","Carollia","brevicauda","Voigt et al 2006",0.0082,38.4,-2.08618614761628,1.58433122436753
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0211,55.6,-1.67571754470231,1.74507479158206
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0182,40.3,-1.73992861201493,1.60530504614111
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0194,51.8,-1.71219827006977,1.71432975974523
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0187,53.8,-1.7281583934635,1.73078227566639
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,40,-1.73518217699046,1.60205999132796
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0154,37.6,-1.81247927916354,1.57518784492766
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,47.5,-1.73518217699046,1.67669360962487
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0184,51.3,-1.73518217699046,1.71011736511182
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0189,59.3,-1.72353819582676,1.77305469336426
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0189,71.2,-1.72353819582676,1.85247999363686
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0162,46.4,-1.79048498545737,1.66651798055488
"Mammalia","Chiroptera","Phyllostomidae","Glossophaga","commissarisi","Voigt et al 2006",0.0169,45.3,-1.77211329538633,1.65609820201283
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.0114,55.594,-1.94309514866353,1.74502792274212
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011525,49.742,-1.93835906593831,1.69672324316757
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.01125,49.324,-1.94884747755262,1.69305828908116
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.0115,56.43,-1.93930215964639,1.75151005027004
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011775,53.086,-1.92903908419907,1.72498000273099
"Mammalia","Chiroptera","Phyllostomidae","Anoura","caudifer","von Helversen & Reyer 1984",0.011425,50.16,-1.94214379125811,1.70035752782266
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.7,1541.7,0.431363764158987,3.18799987240484
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.89,1638.37,0.460897842756548,3.21441198705346
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.9,2044.5,0.462397997898956,3.31058711489035
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",3.1,1478.7,0.491361693834273,3.16988007287439
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.94,1544.44,0.468347330412157,3.18877104104468
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.84,1455.36,0.453318340047038,3.1629704343356
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.94,1170.6,0.468347330412157,3.06840851977816
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",2.725,1111.35,0.435366506612661,3.04585085383809
"Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Wallis & Green 1992",3.115,1388.15,0.493458050995188,3.14243639742467
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.678333333,3068.8,0.885266961850182,3.48696858549057
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.8175,2287.7,0.893067889914971,3.35939907218089
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",9.453714286,2605.957143,0.975602472740679,3.41596726912343
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",8.1554,2358.34,0.91144526685177,3.37260641716251
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",8.045,1550.733333,0.905526048435048,3.19053712214393
"Mammalia","Carnivora","Hyaenidae","Proteles","cristata","Williams et al 1997",7.275,1894.35,0.861832997657945,3.27746022230493
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",87.4,9219,1.9415114326344,3.96468381497604
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",90,23331,1.95424250943932,4.36793335367479
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",103.4,18522,2.01452053875792,4.26768787986574
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",67.5,8295,1.82930377283102,3.91881639036038
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",105.4,19614,2.02284061087653,4.29256617096401
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",81.5,10290,1.91115760873998,4.01241537476243
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",59.9,16044,1.77742682238931,4.20531265330961
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",82.2,26166,1.91487181754005,4.41773733705707
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",83.2,9408,1.92012332629072,3.97349730873206
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",91.5,23016,1.96142109406645,4.36202984888227
"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Williams et al 2001",73.1,16527,1.86391737695786,4.21819402709298
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.465,888.7,0.165837624690128,2.94875518016827
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.7,1126.6,0.230448921378274,3.05176974689933
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.645,575.4,0.216165902285993,2.75996985755431
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.638,704.4,0.2143138974244,2.84781934729524
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",2.079,1352.9,0.317854489331469,3.13126569678003
"Mammalia","Carnivora","Canidae","Vulpes","rueppellii","Williams et al 2002",1.975,1439.9,0.295567099962479,3.15833233170898
"Mammalia","Carnivora","Canidae","Vulpes","vulpes","Winstanley et al 2003",4.12,2396,0.614897216033135,3.37948681371727
"Mammalia","Carnivora","Canidae","Vulpes","vulpes","Winstanley et al 2003",4.38,2388,0.6414741105041,3.37803432245733
